trial,RLCT,beta,c,n,chain_index,chain_size
1,0.479694943322194,0.217147240951626,0.5,10,1,8000
1,0.468791354836356,0.217147240951626,0.5,10,2,8000
1,0.451770671995719,0.217147240951626,0.5,10,3,8000
1,0.42594828257362,0.217147240951626,0.5,10,4,8000
1,0.488008569326273,0.217147240951626,0.5,10,5,8000
1,0.456555285633029,0.217147240951626,0.5,10,6,8000
1,0.443448682029666,0.217147240951626,0.5,10,7,8000
1,0.443186523011121,0.217147240951626,0.5,10,8,8000
1,0.445502154783876,0.217147240951626,0.5,10,9,8000
1,0.424451226926401,0.217147240951626,0.5,10,10,8000
1,0.486574916945683,0.217147240951626,0.5,10,11,8000
1,0.44197046695923,0.217147240951626,0.5,10,12,8000
1,0.442704667006282,0.217147240951626,0.5,10,13,8000
1,0.419361627302793,0.217147240951626,0.5,10,14,8000
1,0.475141263346516,0.217147240951626,0.5,10,15,8000
1,0.440549197483944,0.217147240951626,0.5,10,16,8000
1,0.492300807752584,0.217147240951626,0.5,10,17,8000
1,0.443087253515288,0.217147240951626,0.5,10,18,8000
1,0.46240322832208,0.217147240951626,0.5,10,19,8000
1,0.474321612072625,0.217147240951626,0.5,10,20,8000
1,0.459150154922616,0.217147240951626,0.5,10,21,8000
1,0.452489857034291,0.217147240951626,0.5,10,22,8000
1,0.440919450392694,0.217147240951626,0.5,10,23,8000
1,0.472789378001078,0.217147240951626,0.5,10,24,8000
1,0.447032667727526,0.217147240951626,0.5,10,25,8000
1,0.446565717575133,0.217147240951626,0.5,10,26,8000
1,0.499302871118822,0.217147240951626,0.5,10,27,8000
1,0.446971758814006,0.217147240951626,0.5,10,28,8000
1,0.475221662218023,0.217147240951626,0.5,10,29,8000
1,0.493672027557545,0.217147240951626,0.5,10,30,8000
1,0.456833547221978,0.217147240951626,0.5,10,31,8000
1,0.473862927646183,0.217147240951626,0.5,10,32,8000
1,0.447254062578754,0.217147240951626,0.5,10,33,8000
1,0.458306202127786,0.217147240951626,0.5,10,34,8000
1,0.478523943622021,0.217147240951626,0.5,10,35,8000
1,0.479438614280651,0.217147240951626,0.5,10,36,8000
1,0.46551408755602,0.217147240951626,0.5,10,37,8000
1,0.494150373448233,0.217147240951626,0.5,10,38,8000
1,0.45069641957638,0.217147240951626,0.5,10,39,8000
1,0.469297634971031,0.217147240951626,0.5,10,40,8000
1,0.473909267522252,0.217147240951626,0.5,10,41,8000
1,0.426362864446839,0.217147240951626,0.5,10,42,8000
1,0.487216813277373,0.217147240951626,0.5,10,43,8000
1,0.4685449645924,0.217147240951626,0.5,10,44,8000
1,0.457413464187258,0.217147240951626,0.5,10,45,8000
1,0.450294152625003,0.217147240951626,0.5,10,46,8000
1,0.479381863584959,0.217147240951626,0.5,10,47,8000
1,0.43853629233596,0.217147240951626,0.5,10,48,8000
1,0.459657731304704,0.217147240951626,0.5,10,49,8000
1,0.498065838670105,0.217147240951626,0.5,10,50,8000
1,0.628041747504758,0.127811109317666,0.5,50,1,8000
1,0.697065258492187,0.127811109317666,0.5,50,2,8000
1,0.676606731809429,0.127811109317666,0.5,50,3,8000
1,0.66255810408961,0.127811109317666,0.5,50,4,8000
1,0.684683834830046,0.127811109317666,0.5,50,5,8000
1,0.709594060776875,0.127811109317666,0.5,50,6,8000
1,0.716938532082413,0.127811109317666,0.5,50,7,8000
1,0.715816772563218,0.127811109317666,0.5,50,8,8000
1,0.661672639815906,0.127811109317666,0.5,50,9,8000
1,0.705476739199636,0.127811109317666,0.5,50,10,8000
1,0.683402657279518,0.127811109317666,0.5,50,11,8000
1,0.712158127061755,0.127811109317666,0.5,50,12,8000
1,0.684065156580364,0.127811109317666,0.5,50,13,8000
1,0.607870221880683,0.127811109317666,0.5,50,14,8000
1,0.654647015659232,0.127811109317666,0.5,50,15,8000
1,0.684673761415965,0.127811109317666,0.5,50,16,8000
1,0.716139865372134,0.127811109317666,0.5,50,17,8000
1,0.628639989056474,0.127811109317666,0.5,50,18,8000
1,0.67376527528751,0.127811109317666,0.5,50,19,8000
1,0.637758925293277,0.127811109317666,0.5,50,20,8000
1,0.645415130869829,0.127811109317666,0.5,50,21,8000
1,0.664597394889348,0.127811109317666,0.5,50,22,8000
1,0.69800047696837,0.127811109317666,0.5,50,23,8000
1,0.649644510136952,0.127811109317666,0.5,50,24,8000
1,0.628648988014422,0.127811109317666,0.5,50,25,8000
1,0.71787365521966,0.127811109317666,0.5,50,26,8000
1,0.67735816290842,0.127811109317666,0.5,50,27,8000
1,0.624104950451466,0.127811109317666,0.5,50,28,8000
1,0.650369452725423,0.127811109317666,0.5,50,29,8000
1,0.646773289980013,0.127811109317666,0.5,50,30,8000
1,0.662684218498909,0.127811109317666,0.5,50,31,8000
1,0.659628235303756,0.127811109317666,0.5,50,32,8000
1,0.666524383919897,0.127811109317666,0.5,50,33,8000
1,0.650381538494168,0.127811109317666,0.5,50,34,8000
1,0.659873096348356,0.127811109317666,0.5,50,35,8000
1,0.711697177868382,0.127811109317666,0.5,50,36,8000
1,0.616177021761576,0.127811109317666,0.5,50,37,8000
1,0.63572674578727,0.127811109317666,0.5,50,38,8000
1,0.704859618761078,0.127811109317666,0.5,50,39,8000
1,0.674079752663287,0.127811109317666,0.5,50,40,8000
1,0.734647313390397,0.127811109317666,0.5,50,41,8000
1,0.711129100134642,0.127811109317666,0.5,50,42,8000
1,0.673865071352602,0.127811109317666,0.5,50,43,8000
1,0.594270925962064,0.127811109317666,0.5,50,44,8000
1,0.669271966618935,0.127811109317666,0.5,50,45,8000
1,0.598943379266373,0.127811109317666,0.5,50,46,8000
1,0.679684472478335,0.127811109317666,0.5,50,47,8000
1,0.699532869914901,0.127811109317666,0.5,50,48,8000
1,0.692132778282495,0.127811109317666,0.5,50,49,8000
1,0.676982484259401,0.127811109317666,0.5,50,50,8000
1,0.656989346991645,0.108573620475813,0.5,100,1,8000
1,0.584889255619894,0.108573620475813,0.5,100,2,8000
1,0.606144425471484,0.108573620475813,0.5,100,3,8000
1,0.644097899320991,0.108573620475813,0.5,100,4,8000
1,0.649666404701772,0.108573620475813,0.5,100,5,8000
1,0.650866429624352,0.108573620475813,0.5,100,6,8000
1,0.673131799137371,0.108573620475813,0.5,100,7,8000
1,0.658505881784021,0.108573620475813,0.5,100,8,8000
1,0.618457896215799,0.108573620475813,0.5,100,9,8000
1,0.689102761491545,0.108573620475813,0.5,100,10,8000
1,0.687437280866673,0.108573620475813,0.5,100,11,8000
1,0.593616793250041,0.108573620475813,0.5,100,12,8000
1,0.649347616915107,0.108573620475813,0.5,100,13,8000
1,0.650623749770124,0.108573620475813,0.5,100,14,8000
1,0.630464028061437,0.108573620475813,0.5,100,15,8000
1,0.668879259270823,0.108573620475813,0.5,100,16,8000
1,0.623768386951181,0.108573620475813,0.5,100,17,8000
1,0.64351945380208,0.108573620475813,0.5,100,18,8000
1,0.617178766033029,0.108573620475813,0.5,100,19,8000
1,0.597766032580416,0.108573620475813,0.5,100,20,8000
1,0.656890081460113,0.108573620475813,0.5,100,21,8000
1,0.593683142406306,0.108573620475813,0.5,100,22,8000
1,0.658082730625867,0.108573620475813,0.5,100,23,8000
1,0.617347034031599,0.108573620475813,0.5,100,24,8000
1,0.62781958091362,0.108573620475813,0.5,100,25,8000
1,0.698466886389617,0.108573620475813,0.5,100,26,8000
1,0.628194618313207,0.108573620475813,0.5,100,27,8000
1,0.623204387269934,0.108573620475813,0.5,100,28,8000
1,0.596391608764858,0.108573620475813,0.5,100,29,8000
1,0.58782694059135,0.108573620475813,0.5,100,30,8000
1,0.673929868099578,0.108573620475813,0.5,100,31,8000
1,0.652182922959106,0.108573620475813,0.5,100,32,8000
1,0.629341230214367,0.108573620475813,0.5,100,33,8000
1,0.600333904480863,0.108573620475813,0.5,100,34,8000
1,0.623170629075573,0.108573620475813,0.5,100,35,8000
1,0.606730166781595,0.108573620475813,0.5,100,36,8000
1,0.670580999734656,0.108573620475813,0.5,100,37,8000
1,0.650217706706203,0.108573620475813,0.5,100,38,8000
1,0.63482883265463,0.108573620475813,0.5,100,39,8000
1,0.648295649238742,0.108573620475813,0.5,100,40,8000
1,0.60219849756794,0.108573620475813,0.5,100,41,8000
1,0.639524646046256,0.108573620475813,0.5,100,42,8000
1,0.610668642418689,0.108573620475813,0.5,100,43,8000
1,0.620308812277042,0.108573620475813,0.5,100,44,8000
1,0.598193986212429,0.108573620475813,0.5,100,45,8000
1,0.688937196671373,0.108573620475813,0.5,100,46,8000
1,0.582434947642943,0.108573620475813,0.5,100,47,8000
1,0.668565071269445,0.108573620475813,0.5,100,48,8000
1,0.616798863633707,0.108573620475813,0.5,100,49,8000
1,0.652955866928668,0.108573620475813,0.5,100,50,8000
1,0.701109135865163,0.0997877455956775,0.5,150,1,8000
1,0.697801455249087,0.0997877455956775,0.5,150,2,8000
1,0.780374318276062,0.0997877455956775,0.5,150,3,8000
1,0.680244508333621,0.0997877455956775,0.5,150,4,8000
1,0.679089923478361,0.0997877455956775,0.5,150,5,8000
1,0.728033011618331,0.0997877455956775,0.5,150,6,8000
1,0.721477976393033,0.0997877455956775,0.5,150,7,8000
1,0.690882124186556,0.0997877455956775,0.5,150,8,8000
1,0.685362660277349,0.0997877455956775,0.5,150,9,8000
1,0.709770327548421,0.0997877455956775,0.5,150,10,8000
1,0.661895997924292,0.0997877455956775,0.5,150,11,8000
1,0.669763464495527,0.0997877455956775,0.5,150,12,8000
1,0.690408198809895,0.0997877455956775,0.5,150,13,8000
1,0.706966696066071,0.0997877455956775,0.5,150,14,8000
1,0.751067706085572,0.0997877455956775,0.5,150,15,8000
1,0.704374006395257,0.0997877455956775,0.5,150,16,8000
1,0.75138369650486,0.0997877455956775,0.5,150,17,8000
1,0.670459033900165,0.0997877455956775,0.5,150,18,8000
1,0.707807680251408,0.0997877455956775,0.5,150,19,8000
1,0.673507843039769,0.0997877455956775,0.5,150,20,8000
1,0.709616874711036,0.0997877455956775,0.5,150,21,8000
1,0.757669710562373,0.0997877455956775,0.5,150,22,8000
1,0.621455830534843,0.0997877455956775,0.5,150,23,8000
1,0.680823293587874,0.0997877455956775,0.5,150,24,8000
1,0.676942900635811,0.0997877455956775,0.5,150,25,8000
1,0.711945764118106,0.0997877455956775,0.5,150,26,8000
1,0.704660133557779,0.0997877455956775,0.5,150,27,8000
1,0.701700386680036,0.0997877455956775,0.5,150,28,8000
1,0.782202073219476,0.0997877455956775,0.5,150,29,8000
1,0.728399876630347,0.0997877455956775,0.5,150,30,8000
1,0.7005556417914,0.0997877455956775,0.5,150,31,8000
1,0.773531896274576,0.0997877455956775,0.5,150,32,8000
1,0.708328752481833,0.0997877455956775,0.5,150,33,8000
1,0.686685541942553,0.0997877455956775,0.5,150,34,8000
1,0.711040478567216,0.0997877455956775,0.5,150,35,8000
1,0.619574651349036,0.0997877455956775,0.5,150,36,8000
1,0.605291635764202,0.0997877455956775,0.5,150,37,8000
1,0.657484547144474,0.0997877455956775,0.5,150,38,8000
1,0.681271936110263,0.0997877455956775,0.5,150,39,8000
1,0.75157909498242,0.0997877455956775,0.5,150,40,8000
1,0.691193964126477,0.0997877455956775,0.5,150,41,8000
1,0.709530525760724,0.0997877455956775,0.5,150,42,8000
1,0.655718996094569,0.0997877455956775,0.5,150,43,8000
1,0.692585556367863,0.0997877455956775,0.5,150,44,8000
1,0.668980296149641,0.0997877455956775,0.5,150,45,8000
1,0.775885814501803,0.0997877455956775,0.5,150,46,8000
1,0.688442756680082,0.0997877455956775,0.5,150,47,8000
1,0.713378968961684,0.0997877455956775,0.5,150,48,8000
1,0.687487684079795,0.0997877455956775,0.5,150,49,8000
1,0.740204822105232,0.0997877455956775,0.5,150,50,8000
